0,0.5590,0.4173,0.5818,0.4192,0.3438
1,0.4651,0.4926,0.5917,0.4224,0.2847
2,0.4348,0.5163,0.6069,0.4391,0.4875
3,0.4137,0.5339,0.5684,0.4655,0.4322
4,0.3933,0.5515,0.4808,0.4855,0.2154
5,0.3751,0.5676,0.5038,0.5068,0.3939
6,0.3579,0.5833,0.4526,0.5177,0.2386
7,0.3402,0.6000,0.4937,0.5045,0.2947
8,0.3258,0.6139,0.4801,0.5137,0.3224
9,0.3102,0.6287,0.4624,0.5267,0.2915
10,0.2965,0.6436,0.4370,0.5222,0.1155
11,0.2844,0.6559,0.4654,0.5352,0.3001
12,0.2704,0.6703,0.4055,0.5636,0.1773
13,0.2606,0.6806,0.4631,0.5421,0.3807
14,0.2483,0.6941,0.3366,0.6039,0.0859
15,0.2378,0.7056,0.3758,0.6026,0.2567
16,0.2292,0.7159,0.4549,0.5644,0.3426
17,0.2180,0.7287,0.3620,0.6104,0.1829
18,0.2075,0.7404,0.5224,0.5412,0.3760
19,0.1992,0.7501,0.3272,0.6448,0.2199
20,0.1891,0.7622,0.3855,0.6071,0.1911
21,0.1833,0.7698,0.3337,0.6309,0.1708
22,0.1766,0.7782,0.4917,0.5890,0.4563
23,0.1689,0.7875,0.3455,0.6401,0.1572
24,0.1625,0.7956,0.5005,0.5835,0.4339
25,0.1556,0.8044,0.2522,0.7148,0.0811
26,0.1514,0.8098,0.3051,0.6784,0.2153
27,0.1436,0.8196,0.3419,0.6613,0.2299
28,0.1422,0.8220,0.2536,0.7194,0.0938
29,0.1350,0.8309,0.3259,0.6799,0.1577
30,0.1310,0.8357,0.2492,0.7233,0.1188
31,0.1251,0.8442,0.2935,0.7006,0.1433
32,0.1208,0.8495,0.2566,0.7230,0.0811
33,0.1159,0.8562,0.4011,0.6503,0.2961
34,0.1109,0.8621,0.3002,0.7049,0.1701
35,0.1069,0.8675,0.3496,0.6766,0.1786
36,0.1031,0.8728,0.3220,0.6944,0.1876
37,0.1000,0.8771,0.3427,0.6855,0.2057
38,0.0994,0.8786,0.2935,0.7161,0.1553
39,0.0945,0.8847,0.3627,0.6815,0.2069
40,0.0904,0.8897,0.3354,0.6915,0.1854
41,0.0863,0.8952,0.4331,0.6518,0.3679
42,0.0790,0.9029,0.2720,0.7387,0.1117
43,0.0742,0.9089,0.2907,0.7260,0.1419
44,0.0720,0.9117,0.2941,0.7298,0.1478
45,0.0699,0.9145,0.2741,0.7406,0.1239
46,0.0685,0.9162,0.2924,0.7315,0.1355
47,0.0658,0.9195,0.3101,0.7223,0.1556
48,0.0644,0.9212,0.2960,0.7329,0.1290
49,0.0622,0.9241,0.2929,0.7342,0.1224
50,0.0612,0.9256,0.2708,0.7479,0.0906
51,0.0592,0.9279,0.2376,0.7712,0.0848
52,0.0580,0.9296,0.3187,0.7221,0.1355
53,0.0563,0.9316,0.3151,0.7286,0.1358
54,0.0556,0.9328,0.3365,0.7143,0.1606
55,0.0537,0.9350,0.2747,0.7521,0.1132
56,0.0519,0.9373,0.2924,0.7431,0.1336
57,0.0509,0.9386,0.3141,0.7318,0.1433
58,0.0500,0.9397,0.2823,0.7505,0.1053
59,0.0486,0.9414,0.2638,0.7620,0.1064
60,0.0476,0.9429,0.3426,0.7210,0.1772
61,0.0461,0.9444,0.3772,0.7076,0.2012
62,0.0471,0.9437,0.2989,0.7451,0.1210
63,0.0431,0.9474,0.3366,0.7286,0.1556
64,0.0414,0.9495,0.3399,0.7229,0.1410
65,0.0396,0.9515,0.3215,0.7361,0.1392
66,0.0390,0.9524,0.3017,0.7474,0.1256
67,0.0373,0.9541,0.3058,0.7474,0.1455
68,0.0368,0.9548,0.3043,0.7487,0.1249
69,0.0368,0.9550,0.3550,0.7225,0.1629
70,0.0358,0.9559,0.3064,0.7497,0.1309
71,0.0357,0.9563,0.3158,0.7460,0.1474
72,0.0353,0.9569,0.3272,0.7383,0.1442
73,0.0342,0.9578,0.3680,0.7200,0.1681
74,0.0332,0.9586,0.3117,0.7483,0.1313
75,0.0324,0.9597,0.3323,0.7371,0.1460
76,0.0320,0.9602,0.3217,0.7430,0.1407
77,0.0312,0.9610,0.3140,0.7480,0.1302
78,0.0314,0.9610,0.3211,0.7444,0.1245
79,0.0300,0.9624,0.3167,0.7478,0.1286
80,0.0300,0.9626,0.3330,0.7391,0.1528
81,0.0300,0.9625,0.3248,0.7433,0.1384
82,0.0304,0.9622,0.3136,0.7508,0.1281
83,0.0298,0.9628,0.3427,0.7346,0.1602
84,0.0290,0.9637,0.3173,0.7487,0.1270
85,0.0286,0.9639,0.3150,0.7509,0.1208
86,0.0286,0.9641,0.3388,0.7399,0.1442
87,0.0282,0.9644,0.3371,0.7396,0.1374
88,0.0282,0.9646,0.3214,0.7483,0.1313
89,0.0277,0.9651,0.3481,0.7358,0.1490
90,0.0278,0.9650,0.3445,0.7355,0.1564
91,0.0277,0.9652,0.3229,0.7486,0.1283
92,0.0275,0.9654,0.3158,0.7531,0.1266
93,0.0276,0.9654,0.3341,0.7432,0.1413
94,0.0270,0.9660,0.3652,0.7281,0.1721
95,0.0271,0.9659,0.3423,0.7390,0.1447
96,0.0268,0.9661,0.3481,0.7362,0.1526
97,0.0264,0.9666,0.3342,0.7424,0.1421
98,0.0261,0.9668,0.3187,0.7526,0.1322
99,0.0260,0.9669,0.3498,0.7367,0.1564
100,0.0261,0.9669,0.3351,0.7435,0.1484
101,0.0267,0.9665,0.3513,0.7341,0.1612
102,0.0261,0.9669,0.3414,0.7409,0.1412
103,0.0261,0.9669,0.3458,0.7387,0.1557
104,0.0259,0.9672,0.3391,0.7411,0.1445
105,0.0257,0.9674,0.3458,0.7378,0.1486
106,0.0259,0.9673,0.3276,0.7474,0.1350
107,0.0259,0.9672,0.3466,0.7367,0.1491
108,0.0256,0.9675,0.3325,0.7444,0.1389
109,0.0256,0.9674,0.3509,0.7353,0.1558
110,0.0253,0.9678,0.3415,0.7408,0.1411
111,0.0253,0.9679,0.3209,0.7513,0.1308
112,0.0257,0.9674,0.3530,0.7348,0.1532
113,0.0255,0.9678,0.3499,0.7361,0.1516
