0,0.5270,0.5874,2.4551,0.4104,0.6097
1,0.4456,0.6609,1.2943,0.4514,0.6389
2,0.3934,0.7039,0.7031,0.5096,0.1539
3,0.3596,0.7329,0.7475,0.5034,0.1009
4,0.3317,0.7609,0.6591,0.5526,0.1322
5,0.3058,0.7816,1.1830,0.4619,0.5978
6,0.2857,0.8004,0.9543,0.5010,0.4230
7,0.2588,0.8180,0.8674,0.5479,0.4668
8,0.2513,0.8281,0.6410,0.5694,0.1090
9,0.2427,0.8379,0.8329,0.5565,0.3479
10,0.2210,0.8517,1.0023,0.4987,0.5015
11,0.2143,0.8570,0.6282,0.6203,0.1743
12,0.2223,0.8535,0.5246,0.6548,0.1332
13,0.2111,0.8606,0.5390,0.6565,0.1710
14,0.1955,0.8714,0.7093,0.5836,0.2063
15,0.1979,0.8715,0.5564,0.6581,0.1946
16,0.1930,0.8730,0.5777,0.6288,0.2819
17,0.1953,0.8758,0.5677,0.6315,0.1485
18,0.1902,0.8778,0.8074,0.5771,0.3804
19,0.1957,0.8723,0.6417,0.6082,0.2357
